756,177000
793,200100
0,120000
1362,200000
504,127000
1107,475000
1188,173000
660,135000
1086,153337
1593,286000
853,315000
725,184000
1431,192000
970,130000
864,127000
855,148500
1726,311872
1360,235000
755,104000
1713,274900
1121,140000
1196,171500
617,112000
848,149000
720,110000
1424,180500
1140,143900
1100,141000
1157,277000
1092,145000
864,98000
1212,186000
900,252678
990,156000
689,161750
1070,134450
1436,210000
686,107000
798,311500
1248,167240
1498,204900
1010,200000
713,179900
864,97000
2392,386250
630,112000
1203,290000
483,106000
912,125000
1373,192500
1194,148000
1462,403000
483,94500
894,128200
860,216500
483,89500
1414,185500
996,194500
1694,318000
735,113000
1566,262500
686,110500
540,79000
626,120000
948,205000
1845,241500
1020,137000
1367,140000
840,180000
1444,277000
728,76500
1573,235000
798,173000
1302,158000
1314,145000
975,230000
864,207500
1604,220000
963,231500
0,97000
1362,176000
1482,276000
506,151000
926,130000
680,73000
1422,175500
802,185000
720,179500
740,120500
1143,148000
1095,266000
1385,241500
1152,290000
1240,139000
816,124500
952,205000
1560,201000
864,141000
2121,415298
1160,192000
807,228500
1262,185000
1314,207500
1468,244600
1575,179200
625,164700
912,159000
858,88000
882,122000
698,153575
1079,233230
780,135900
768,131000
795,235000
1416,167000
1003,142500
910,152000
975,239000
702,175000
1092,158500
1165,157000
1028,267000
1541,205000
894,149900
1470,295000
2000,305900
700,225000
319,89500
861,82500
1896,360000
697,165600
972,132000
793,119900
2136,375000
728,178000
716,188500
845,260000
1088,270000
1347,260000
1372,187500
1249,342643
1136,354000
1502,301000
1162,126175
710,242000
720,87000
1719,324000
1383,145250
844,214500
596,78000
1728,119000
1056,139000
3206,284000
1358,207000
943,192000
1499,228950
1922,377426
1536,214000
1208,202500
1215,155000
967,202900
721,82000
0,87500
1684,266000
536,85000
972,140200
958,151500
1478,157500
764,154000
1848,437154
1869,318061
1453,190000
616,95000
624,105900
940,140000
1200,177500
1158,173000
1142,134000
1062,130000
1086,280000
888,156000
883,145000
0,198500
483,118000
796,190000
672,147000
1394,159000
1099,165000
1268,132000
1063,162000
953,172400
0,134432
744,125000
608,123000
847,219500
683,61000
870,148000
1580,340000
1856,394432
982,179000
1026,127000
1293,187750
939,213500
784,76000
1580,240000
1256,192000
658,81000
1041,125000
1468,191000
1682,426000
861,119000
804,215000
0,106500
788,100000
735,109000
1144,129000
894,123000
864,169500
961,67000
1092,241000
1260,245500
1310,164990
672,108000
1141,258000
806,168000
1281,150000
1064,115000
840,177000
1063,280000
1034,339750
1276,60000
1056,145000
1470,222000
1008,115000
1080,228000
1340,181134
672,149500
1370,239000
756,126000
1056,142000
1344,206300
1602,215000
988,113000
1470,315000
1196,139000
651,135000
1518,275000
907,109008
1208,195400
1392,175000
483,85400
901,79900
765,122500
926,181000
630,81000
799,212000
648,116000
884,119000
440,90350
684,110000
3094,555000
1440,118000
1078,162900
1258,172500
915,210000
1436,127500
1517,190000
930,199900
780,119500
649,120000
813,110000
1533,280000
872,204000
768,210000
1728,188000
1242,175500
624,98000
1364,256000
588,161000
709,110000
832,263435
560,155000
864,62383
715,188700
1040,124000
1375,178740
1277,167000
728,146500
1626,250000
832,187000
1488,212000
808,190000
547,148000
1976,440000
1494,251000
970,132500
1478,208900
2153,380000
1705,297000
907,89471
1833,326000
1792,374000
910,155000
1216,164000
999,132500
1113,147000
1073,156000
1484,175000
954,160000
630,86000
264,115000
806,133000
728,172785
1269,155000
190,91300
720,34900
3200,430000
1026,184000
864,130000
912,120000
672,113000
866,226700
1214,140000
1501,289000
855,147000
960,124500
777,215000
1218,208300
689,161000
1041,124500
1008,164900
1368,202665
864,129900
1084,134000
768,96500
2006,402861
689,158000
1264,265000
794,211000
1276,234000
0,106250
1244,150000
1004,159000
3138,184750
1379,315750
1257,176000
928,132000
1452,446261
528,86000
2035,200624
1461,175000
611,128000
0,107500
0,39300
707,178000
1117,107500
880,188000
864,111250
1051,158000
1581,272000
1838,315000
969,248000
1650,213250
723,133000
654,179665
1204,229000
1065,210000
768,129500
825,125000
912,263000
1069,140000
928,112500
1709,255500
0,108000
998,284000
993,113000
1092,141000
637,108000
729,175000
1374,234000
1392,121500
1389,170000
996,108000
1163,185000
1095,268000
806,128000
1122,325000
1517,214000
1496,316600
943,135960
1728,142600
864,120000
846,224500
384,170000
372,139000
832,118500
861,145000
1164,164500
689,146000
1050,131500
1144,181900
2042,253293
816,118500
1237,325000
884,133000
1868,369900
816,130000
840,137000
1437,143000
742,79500
770,185900
1722,451950
816,138000
848,140000
924,110000
1814,319000
684,114504
1258,194201
1430,217500
716,151000
1058,275000
780,141000
908,220000
600,151000
1494,221000
768,205000
1040,152000
896,225000
965,359100
1029,118500
1440,313000
1032,148000
1299,261500
1120,147000
630,75500
936,137500
783,183200
832,105500
1822,314813
1482,305000
864,67000
1522,240000
980,135000
756,168500
732,165150
1116,160000
978,139900
1156,153000
1040,135000
1248,168500
636,124000
1554,209500
1386,82500
1056,139400
1056,144000
1440,200000
264,60000
811,93000
796,85000
1520,264561
1518,274000
1057,226000
1952,345000
780,152000
1766,370878
981,143250
0,98300
1094,155000
756,155000
630,84500
813,205950
755,108000
880,191000
756,135000
2109,350000
525,88000
1053,145500
776,149000
912,97500
1486,167000
793,197900
1629,402000
1392,110000
1138,137500
2077,423000
1406,230500
1021,129000
1408,193500
1188,168000
700,137500
738,173500
672,103600
1208,165000
1477,257500
1136,140000
855,148500
1095,87000
768,109500
2046,372500
988,128500
923,143000
793,159434
1291,173000
1626,285000
1195,221000
1190,207500
874,227875
551,148800
1419,392000
1362,194700
848,141000
2444,755000
1210,335000
1073,108480
927,141500
1112,176000
616,89000
980,123500
894,138500
1391,196000
1800,312500
1164,140000
1234,361919
360,140000
1473,213000
0,55000
1643,302000
1324,254000
728,179540
876,109900
270,52000
859,102776
1228,189000
960,129000
725,130500
1064,165000
718,159500
1176,157000
1311,341000
971,128500
1742,275000
848,143000
864,124500
941,135000
1698,320000
864,120500
880,222000
1232,194500
1584,110000
780,103000
1595,236500
868,187500
1153,222500
864,131400
948,108000
880,163000
0,93500
893,239900
1200,179000
864,190000
264,132000
912,142000
1349,179000
520,175000
1337,180000
1142,299800
952,236000
1240,265979
1720,260400
0,98000
576,96500
660,162000
1479,217000
1030,275500
1026,156000
729,172500
866,212000
672,158900
744,179400
1318,290000
864,127500
1145,100000
756,215200
1252,337000
1494,270000
1498,264132
980,196500
983,160000
1860,216837
1650,538000
858,134900
836,102000
1029,107000
912,114500
1935,395000
1204,162000
1614,221500
864,142500
0,144000
975,135000
1237,176000
761,175900
1413,187100
1097,165500
742,128000
1372,161500
686,139000
956,233000
901,107900
832,187500
1145,160200
1029,146800
1117,269790
1496,225000
712,194500
650,171000
660,143500
773,110000
1926,485000
731,175000
616,200000
1196,109900
728,189000
1734,582933
936,118000
1417,227680
980,135500
1324,223500
1024,159950
849,106000
1040,181000
848,144500
540,55993
1442,157900
686,116000
1649,224900
1008,137000
1568,271000
1010,155000
1358,224000
798,183000
936,93000
847,225000
778,139500
1489,232600
2078,385000
784,109500
1454,189000
1013,185000
600,147400
1392,166000
600,151000
941,237000
1516,167000
1144,139950
1067,128000
1559,153500
483,100000
1099,144000
768,130500
672,140000
650,157500
1127,174900
1800,141000
876,153900
1390,171000
740,213000
864,133500
907,240000
528,187000
848,131500
1273,215000
918,164000
1127,158000
1763,170000
1040,127000
940,147000
702,174000
1090,152000
1054,250000
912,189950
1039,131500
1040,152000
1148,132500
1372,250580
1002,148500
1638,248900
1040,129000
0,169000
1050,236000
894,109500
804,200500
105,116000
832,133000
676,66500
1184,303477
1064,132250
1462,350000
1109,148000
864,136500
1090,157000
1156,187500
808,178000
795,118500
892,100000
1698,328900
1626,145000
816,135500
2217,268000
1505,149500
672,122900
918,172500
1059,154500
1383,165000
0,118858
780,140000
951,106500
0,142953
2330,611657
912,135000
858,110000
992,153000
783,180000
1670,240000
876,125500
1056,128000
1623,255000
1017,250000
864,131000
742,174000
1105,154300
1268,143500
768,88000
1001,145000
612,173733
546,75000
480,35311
1134,135000
1104,238000
1184,176500
928,201000
1272,145900
1316,169990
1604,193000
1686,207500
1126,175000
1181,285000
832,176000
1753,236500
964,222000
1466,201000
925,117500
1905,320000
1500,190000
585,242000
600,79900
1176,184900
1113,253000
1391,239799
1032,244400
1728,150900
992,214000
1440,150000
1632,143000
819,137500
1088,124900
1144,143000
1616,270000
936,192500
1161,197500
864,129000
828,119900
768,133900
784,172000
945,127500
979,145000
561,124000
1057,132000
1337,185000
696,155000
858,116500
1330,272000
804,155000
1800,239000
817,214900
783,178900
728,160000
1098,135000
600,37900
588,140000
720,135000
764,173000
918,99500
1428,182000
728,167500
673,165000
440,85500
1241,199900
894,110000
1121,139000
944,178400
1225,336000
1266,159895
1128,255900
0,126000
1164,125000
485,117000
1930,395192
848,195000
770,197000
1396,348000
916,168000
822,187000
750,173900
1700,337500
747,121600
1050,136500
1442,185000
1007,91000
1187,206000
0,82000
691,86000
1574,232000
1680,136905
1346,181000
985,149900
1657,163500
546,88000
1710,240000
1008,102000
720,135000
0,100000
602,165000
1022,85000
1082,119200
810,227000
1504,203000
1220,187500
384,160000
1362,213490
1132,176000
1199,194000
912,87000
1346,191000
1565,287000
882,112500
1268,167500
1638,293077
768,105000
672,118000
686,160000
824,197000
1338,310000
1654,230000
920,119750
0,84000
1620,315500
1055,287000
546,97000
630,80000
1134,155000
800,173000
1306,196000
1475,262280
2524,278000
0,139600
1992,556581
990,145000
0,115000
0,84900
1302,176485
1316,200141
816,165000
1216,144500
1065,255000
1193,180000
1364,185850
973,248000
1104,335000
854,220000
1338,213500
894,81000
662,90000
1103,110500
1154,154000
1306,328000
799,178000
780,167900
942,151400
845,135000
1048,135000
727,154000
810,91500
690,159500
1240,194000
800,219500
796,170000
1096,138800
848,155900
990,126000
1258,145000
1040,133000
1459,192000
1251,160000
691,187500
936,147000
546,83500
1082,252000
970,137500
1247,197000
0,92900
600,160000
1181,136500
864,146000
936,129000
1314,176432
684,127000
1074,170000
672,128000
1271,157000
290,60000
950,119500
1010,135000
655,159500
630,106000
1463,325000
910,179900
868,274725
924,181000
1836,280000
773,188000
803,205000
816,129900
1008,134500
833,117000
1734,318000
408,184100
894,130000
533,140000
1040,133700
1012,118400
1552,212900
672,112000
698,118000
384,163900
1005,115000
1373,174000
1530,259000
847,215000
936,140000
1122,135000
974,93500
1008,117500
1128,239500
916,169000
960,102000
1032,119000
780,94000
1567,196000
915,144000
952,139000
780,197500
1466,424870
1006,80000
672,80000
1042,149000
1298,180000
704,174500
572,116900
650,143000
932,124000
1466,149900
1073,230000
816,120500
864,201800
1437,218000
1219,179900
1314,230000
1580,235128
901,185000
855,146000
1296,224000
894,129000
1198,108959
1360,194000
1502,233170
1694,245350
959,173000
1127,235000
1930,625000
1096,171000
1261,163000
625,171900
1598,200500
952,239000
1683,285000
876,119500
818,115000
731,154900
0,93000
1216,250000
1600,392500
2396,745000
1120,120000
1572,186700
784,104900
978,95000
1624,262000
831,195000
994,189000
1249,168000
776,174000
702,125000
1224,165000
663,158000
728,176000
879,219210
815,144000
1212,178000
1051,148000
864,116050
866,197900
884,117000
1630,213000
1056,153500
2158,271900
1056,107000
1682,200000
931,140000
1660,290000
1055,189000
559,164000
672,113000
648,145000
925,134500
894,125000
0,112000
1300,229456
0,80500
672,91500
912,115000
952,134000
1040,143000
2136,137900
788,184000
588,145000
894,214000
912,147000
1702,367294
1075,127000
1361,190000
1106,132500
0,101800
1188,142000
940,130000
747,138887
764,175500
847,195000
1141,142500
1476,265900
884,224900
1689,248328
1053,170000
2076,465000
792,230000
585,178000
756,186500
1012,169900
735,129500
876,119000
2110,244000
1405,171750
864,130000
1192,294000
746,165400
884,127500
1986,301500
864,99900
856,190000
1054,151000
841,181000
1050,128900
1104,161500
764,180500
1405,181000
691,183900
925,122000
2002,378500
728,381000
874,144000
1332,260000
1489,185750
935,137000
1019,177000
661,139000
928,137000
723,162000
1680,197900
1128,237000
698,68400
1573,227000
1309,180000
1040,150500
912,139000
804,169000
780,132500
1328,143000
1624,190000
1501,278000
1085,281000
1152,180500
630,119500
994,107500
832,162900
864,115000
1052,138500
1120,155000
547,140000
6110,160000
1246,154000
978,225000
771,177500
1165,290000
1616,232000
976,130000
1652,325000
1368,202500
990,138000
924,147000
1278,179200
1902,335000
1274,203000
1453,302000
1393,333168
948,119000
952,206900
1622,295493
1352,208900
1753,275000
864,111000
1478,156500
0,72500
750,190000
420,82500
1795,147000
796,55000
544,79000
816,130500
1510,256000
935,176500
1588,227000
911,132500
816,100000
803,125500
765,125000
1350,167900
1656,135000
693,52500
916,200000
864,128500
858,123000
1114,155000
1284,228500
896,177000
728,155835
960,108500
1568,262500
1732,283463
1482,215000
684,122000
1248,200000
858,171000
698,134900
2033,410000
992,235000
570,170000
864,110000
1078,149900
756,177500
1980,315000
612,189000
1530,260000
715,104900
616,156932
600,144152
814,216000
873,193000
757,127000
848,144000
1657,232000
840,105000
992,165500
1108,274300
2633,466500
1026,250000
1571,239000
768,91000
984,117000
483,83000
384,167500
864,58500
1205,237500
596,157000
816,112000
560,105000
796,125500
1392,250000
714,136000
1746,377500
735,131000
1525,235000
1584,124000
864,123000
482,163000
1356,246578
1094,281213
747,160000
939,137500
1208,138000
976,137450
862,120000
839,193000
1286,193879
1485,282922
672,105000
1594,275000
768,133000
833,112000
622,125500
791,215000
944,230000
856,140000
0,90000
1844,257000
833,207000
1386,175900
777,122500
1284,340000
1144,124000
1844,223000
708,179900
1069,127500
848,136500
697,274970
1024,144000
1252,142000
1223,271000
913,140000
788,119000
1440,182900
732,192140
958,143750
656,64500
936,186500
1126,160000
1319,174000
864,120500
1932,394617
912,149700
539,197000
588,191000
848,149300
1017,310000
952,121000
1422,179600
814,129000
1188,157900
1220,240000
560,112000
630,92000
896,136000
1573,287090
547,145000
1140,84500
1221,185000
953,175000
1542,210000
1152,266500
1078,142125
1256,147500
